Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI
ggstream,0.1.0,NA,R (>= 3.6.0),"ggplot2, purrr, dplyr, stats, magrittr, tidyr, forcats",NA,testthat (>= 2.1.0),NA,MIT + file LICENSE,NA,NA,NA,NA,63facd5ad07c01c2cbaf45ce26dab75c,no,NA,"David Sjoberg [aut, cre]","
    person(given = ""David"",
           family = ""Sjoberg"",
           role = c(""aut"", ""cre""),
           email = ""dav.sjob@gmail.com"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-06 07:50:03 UTC,Make smoothed stacked area charts in 'ggplot2'. Stream plots are useful to show magnitude trends over time.,UTF-8,NA,NA,true,NA,NA,NA,David Sjoberg <dav.sjob@gmail.com>,NA,2021-05-04 17:27:21 UTC; davidsjoberg,NA,NA,NA,NA,Create Streamplots in 'ggplot2',NA,NA,NA,NA,NA,NA,NA,2021-05-06,NA,NA,NA,"covidmx, unhcrthemes",NA,NA,10.32614/CRAN.package.ggstream
ggstudent,0.1.1-1,NA,R (>= 3.1.0),"dplyr, ggplot2, stats",NA,scales,NA,GPL (>= 2),NA,NA,NA,NA,17f4a639c6d71df3d179d3c872b69a81,no,NA,"Jouni Helske [aut, cre] (<https://orcid.org/0000-0001-7130-793X>)","
    person(given = ""Jouni"",
           family = ""Helske"",
           role = c(""aut"", ""cre""),
           email = ""jouni.helske@iki.fi"",
           comment = c(ORCID = ""0000-0001-7130-793X""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-05,2020-05-11 11:50:02 UTC,"Provides an extension to 'ggplot2' (Wickham, 2016, <doi:10.1007/978-3-319-24277-4>) for creating two 
    types of continuous confidence interval plots (Violin CI and Gradient CI plots), typically for the sample mean.
    These plots contain multiple user-defined confidence areas with varying colours, 
    defined by the underlying t-distribution used to compute standard confidence intervals for 
    the mean of the normal distribution when the variance is unknown.
    Two types of plots are available, a gradient plot with rectangular areas, and a violin plot where the 
    shape (horizontal width) is defined by the probability density function of the t-distribution.",UTF-8,NA,NA,NA,NA,NA,NA,Jouni Helske <jouni.helske@iki.fi>,NA,2020-05-07 13:05:21 UTC; jovetale,NA,NA,NA,NA,Continuous Confidence Interval Plots using t-Distribution,Package,NA,NA,NA,NA,NA,NA,2020-05-11,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggstudent
ggsurveillance,0.2.0,NA,R (>= 4.1.0),"cli, dplyr, forcats, ggplot2, glue, ISOweek, lubridate, rlang,
scales, stringr, tidyr, tidyselect, tsibble",NA,"Hmisc, knitr, outbreaks, rmarkdown, spelling, testthat (>=
3.0.0)",NA,GPL (>= 3),NA,NA,NA,NA,9f97bd488f0eba633ff70e991084be8f,no,NA,"Alexander Bartel [aut, cre] (<https://orcid.org/0000-0002-1280-6138>)","
    person(""Alexander"", ""Bartel"", , ""alexander.bartel@fu-berlin.de"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-1280-6138""))",NA,https://github.com/biostats-dev/ggsurveillance/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-02 10:40:02 UTC,"Create epicurves or epigantt charts in 'ggplot2'. Prepare
    data for visualisation or other reporting for infectious disease
    surveillance and outbreak investigation. Includes tidy functions to solve
    date based transformations for common reporting tasks, like 
    (A) seasonal date alignment for respiratory disease surveillance, 
    (B) date-based case binning based on specified time intervals like
    isoweek, epiweek, month and more, (C) automated detection and marking
    of the new year based on the date/datetime axis of the 'ggplot2'. 
    An introduction on how to use epicurves can be found on the US CDC website 
    (2012, <https://www.cdc.gov/training/quicklearns/epimode/index.html>).",UTF-8,NA,en-GB,true,NA,NA,NA,Alexander Bartel <alexander.bartel@fu-berlin.de>,NA,2025-03-02 10:23:11 UTC; Alex,NA,NA,NA,NA,Tools for Outbreak Investigation/Infectious Disease Surveillance,NA,"https://ggsurveillance.biostats.dev,
https://github.com/biostats-dev/ggsurveillance",NA,knitr,NA,NA,NA,2025-03-02,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggsurveillance
ggsurvey,1.0.0,NA,"R (>= 3.5.0), ggplot2, survey, hexbin, dplyr",stats,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,ef78a2e51dbb617ce21de4a332a77fcd,no,NA,Brittany Alexander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04 07:20:02 UTC,"Functions for survey data including svydesign objects from the 'survey' package that call 'ggplot2' to make bar charts, histograms, boxplots, and hexplots of survey data.  ",UTF-8,NA,NA,NA,NA,NA,NA,Brittany Alexander <balexanderstatistics@gmail.com>,NA,2022-05-02 15:31:54 UTC; Brittany.Alexander,NA,NA,NA,NA,Simplifying 'ggplot2' for Survey Data,Package,NA,NA,NA,NA,NA,NA,2022-05-04,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggsurvey
ggsurvfit,1.1.0,NA,R (>= 3.5),"broom (>= 1.0.0), cli (>= 3.0.0), dplyr (>= 1.0.3), ggplot2
(>= 3.5.0), glue (>= 1.6.0), gtable, patchwork (>= 1.1.0),
rlang (>= 1.0.0), survival (>= 3.6-4), tidyr (>= 1.0.0)",NA,"covr, knitr, rmarkdown, scales (>= 1.1.0), spelling, testthat
(>= 3.2.0), tidycmprsk (>= 1.0.0), vdiffr (>= 1.0.0), withr",NA,MIT + file LICENSE,NA,NA,NA,NA,eebb682ee79bd6d0224a66a959e901a3,no,NA,"Daniel D. Sjoberg [aut, cre, cph]
    (<https://orcid.org/0000-0003-0862-2018>),
  Mark Baillie [aut],
  Charlotta Fruechtenicht [aut] (<https://orcid.org/0000-0002-6689-6423>),
  Steven Haesendonckx [aut] (<https://orcid.org/0000-0001-8222-3686>),
  Tim Treis [aut] (<https://orcid.org/0000-0002-9686-4799>)","c(
    person(""Daniel D."", ""Sjoberg"", , ""danield.sjoberg@gmail.com"", role = c(""aut"", ""cre"", ""cph""),
           comment = c(ORCID = ""0000-0003-0862-2018"")),
    person(""Mark"", ""Baillie"", , ""bailliem@gmail.com"", role = ""aut""),
    person(""Charlotta"", ""Fruechtenicht"", , ""charlotta.fruechtenicht@roche.com"", role = ""aut"",
           comment = c(ORCID = ""0000-0002-6689-6423"")),
    person(""Steven"", ""Haesendonckx"", , ""shaesen2@its.jnj.com"", role = ""aut"",
           comment = c(ORCID = ""0000-0001-8222-3686"")),
    person(""Tim"", ""Treis"", , ""tim.treis@outlook.de"", role = ""aut"",
           comment = c(ORCID = ""0000-0002-9686-4799""))
  )",NA,https://github.com/pharmaverse/ggsurvfit/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-08 20:50:02 UTC,"Ease the creation of time-to-event (i.e. survival) endpoint
    figures. The modular functions create figures ready for publication.
    Each of the functions that add to or modify the figure are written as
    proper 'ggplot2' geoms or stat methods, allowing the functions from
    this package to be combined with any function or customization from
    'ggplot2' and other 'ggplot2' extension packages.",UTF-8,NA,en-US,true,NA,NA,NA,Daniel D. Sjoberg <danield.sjoberg@gmail.com>,NA,2024-05-08 20:28:46 UTC; sjobergd,NA,NA,NA,NA,Flexible Time-to-Event Figures,NA,"https://github.com/pharmaverse/ggsurvfit,
https://www.danieldsjoberg.com/ggsurvfit/",NA,knitr,NA,NA,NA,2024-05-08,NA,"easysurv, EQUALSTATS",NA,"cardx, cloneRate, lnmixsurv, psborrow2, Statial, tidycmprsk",NA,NA,10.32614/CRAN.package.ggsurvfit
ggswissmaps,0.1.1,NA,"R (>= 2.14), ggplot2 (>= 2.0.0)",utils,NA,"dplyr, plyr, reshape2, testthat, data.table, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,5166991e2b5bbba5b436a8056026f17e,no,NA,"Sandro Petrillo Burri [aut, cre],
  Eric Stephani [aut],
  Lisa Bottinelli [ctb]","c(
  person(""Sandro"", ""Petrillo Burri"", email = ""gibo.gaf@gmail.com"", role = c(""aut"", ""cre"")), 
  person(""Eric"", ""Stephani"", email = ""eric.stephani@bluewin.ch"", role = ""aut""), 
  person(""Lisa"", ""Bottinelli"", email = ""lisa.bottinelli@gmail.com"", role = ""ctb""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-29 10:48:24,"Offers various swiss maps as data frames and 'ggplot2' objects and gives the
    possibility to add layers of data on the maps. Data are publicly available
    from the swiss federal statistical office.",UTF-8,NA,NA,yes,NA,NA,NA,Sandro Petrillo Burri <gibo.gaf@gmail.com>,NA,2016-10-28 23:02:33 UTC; gibo,NA,NA,NA,NA,Offers Various Swiss Maps as Data Frames and 'ggplot2' Objects,NA,https://github.com/gibonet/ggswissmaps,NA,knitr,NA,NA,NA,2016-10-29,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggswissmaps
ggtangle,0.0.6,NA,NA,"ggfun (>= 0.1.7), ggplot2, ggrepel, igraph, rlang, yulab.utils
(>= 0.1.7)",NA,"aplot, cli, ggnewscale, ggtree, knitr, prettydoc, rmarkdown,
scatterpie (>= 0.2.4)",NA,Artistic-2.0,NA,NA,NA,NA,d93ad9bf8d3f5c11c7d6ca6cbde7832a,no,NA,"Guangchuang Yu [aut, cre] (<https://orcid.org/0000-0002-6485-8781>)","c(
    person(given = ""Guangchuang"", family = ""Yu"", email = ""guangchuangyu@gmail.com"",   role  = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0002-6485-8781"")))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-18 14:30:06 UTC,"Extends the 'ggplot2' plotting system to support network visualization. Inspired by the 'Method 1' in 'ggtree' (G Yu (2018) <doi:10.1093/molbev/msy194>), 'ggtangle' is designed to work with network associated data. ",UTF-8,NA,NA,NA,NA,NA,NA,Guangchuang Yu <guangchuangyu@gmail.com>,NA,2024-12-18 10:15:21 UTC; HUAWEI,NA,NA,NA,NA,Draw Network with Data,NA,NA,NA,knitr,NA,NA,NA,2024-12-18,NA,enrichplot,NA,NA,NA,NA,10.32614/CRAN.package.ggtangle
ggtaxplot,0.0.1,NA,NA,"ggplot2, dplyr, tidyr, tidyverse, scales, RColorBrewer,
cluster, vegan, ggalluvial, magrittr, rlang",NA,"knitr, rmarkdown, testthat, devtools",NA,GPL-3,NA,NA,NA,NA,e54cf6aa8c2bcc2873ac6fd83b81c490,no,NA,"Clement Coclet [aut, cre] (GITLAB: https://gitlab.com/ccoclet/)","person(given = ""Clement"",
                    family = ""Coclet"",
                    role = c(""aut"", ""cre""),
                    email = ""clement.coclet@gmail.com"",
                    comment = ""GITLAB: https://gitlab.com/ccoclet/"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-20 11:00:06 UTC,"Provides a comprehensive suite of functions for processing and visualizing taxonomic data. It includes functionality to clean and transform taxonomic data, categorize it into hierarchical ranks (such as Phylum, Class, Order, Family, and Genus), and calculate the relative abundance of each category. The package also generates a color palette for visual representation of the taxonomic data, allowing users to easily identify and differentiate between various taxonomic groups. Additionally, it features a river plot visualization to effectively display the distribution of individuals across different taxonomic ranks, facilitating insights into taxonomic visualization.",UTF-8,NA,NA,NA,NA,NA,NA,Clement Coclet <clement.coclet@gmail.com>,NA,2024-12-19 17:39:58 UTC; ccoclet,NA,NA,NA,NA,Create Plots to Visualize Taxonomy,Package,NA,NA,knitr,NA,NA,NA,2024-12-20,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggtaxplot
ggtea,0.1.1,NA,NA,ggplot2,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,717b71c309d8bfeabf5c621ea37fd6c1,no,NA,"Pushkar Sarkar [aut, cre]","
    person(""Pushkar"", ""Sarkar"",email = ""inboxpushkarsarkar@gmail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-09 18:40:02 UTC,"A collection of palettes and themes for 'ggplot2', offering a light, pastel aesthetic. Syntax follows the 'viridis' package. ",UTF-8,NA,NA,NA,NA,NA,NA,Pushkar Sarkar <inboxpushkarsarkar@gmail.com>,NA,2021-11-09 04:07:41 UTC; Pushkar,NA,NA,NA,NA,Palettes and Themes for 'ggplot2',NA,NA,NA,NA,NA,NA,NA,2021-11-09,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggtea
ggtern,3.5.0,NA,"R (>= 4.0), ggplot2 (>= 3.5.0)","compositions (>= 2.0-2), grid, gridExtra (>= 2.3), gtable (>=
0.1.2), latex2exp (>= 0.5), MASS, plyr (>= 1.8.3), scales (>=
1.3.0), stats, proto (>= 1.0), utils, lattice, hexbin (>=
1.28.2), methods, rlang (>= 1.1.0)",NA,NA,sp,GPL-2 | file LICENSE,NA,NA,NA,NA,4468c59e1ba6ade63440e2ce549e9047,no,NA,"Nicholas Hamilton [aut, cre]","
  person(""Nicholas"",""Hamilton"", ,""nick@ggtern.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'ggtern-package.R' 'aes.R' 'coord-tern.R' 'calc-tern-tlr2xy.R'
'calc-mahalanobis-distance.R' 'calc-kde2d-weighted.R'
'doc-data.R' 'doc-theme-convenience.R' 'depreciated.R'
'labels-new.R' 'labels-percent.R' 'legend-draw-tern.R'
'ggtern-constructor.R' 'gg-internal.R'
'modifications-gridExtra.R' 'onLoad.R' 'plot.R' 'plot-build.R'
'plot-construction.R' 'position-.R' 'position-nudge-tern.R'
'position-jitter-tern.R' 'save.R' 'scales-tern.R'
'strip-unapproved.R' 'tern-limits.R' 'theme.R'
'theme-arrowlength.R' 'theme-clockwise.R' 'theme-defaults.R'
'theme-elements.R' 'theme-gridsontop.R' 'theme-bordersontop.R'
'theme-legend-position.R' 'theme-latex.R' 'theme-mesh.R'
'theme-noarrows.R' 'theme-nomask.R' 'theme-novar-tern.R'
'theme-rotate.R' 'theme-showgrid.R' 'theme-showlabels.R'
'theme-ticks.R' 'theme-showtitles.R' 'theme-ticksoutside.R'
'theme-zoom.R' 'utilities.R' 'utilities-help.R'
'geom-density-tern.R' 'stat-density-tern.R' 'geom-mask.R'
'geom-Xline.R' 'geom-Xisoprop.R' 'geom-confidence-tern.R'
'stat-confidence-tern.R' 'geom-errorbarX.R'
'geom-smooth-tern.R' 'stat-smooth-tern.R' 'geom-mean-ellipse.R'
'stat-mean-ellipse.R' 'geom-interpolate-tern.R'
'stat-interpolate-tern.R' 'stat-interpolate-methods.R'
'geom-crosshair-tern.R' 'geom-point-swap.R' 'geom-hex-tern.R'
'stat-hex-tern.R' 'annotation-tern.R'
'annotation-raster-tern.R' 'geom-text-viewport.R'
'geom-label-viewport.R' 'geom-polygon-closed.R'
'geom-tri-tern.R' 'stat-tri-tern.R'",NA,NA,NA,NA,2024-3-24,2024-03-24 21:50:02 UTC,"Extends the functionality of 'ggplot2', providing the capability
    to plot ternary diagrams for (subset of) the 'ggplot2' geometries. Additionally,
    'ggtern' has implemented several NEW geometries which are unavailable to the
    standard 'ggplot2' release. For further examples and documentation, please
    proceed to the 'ggtern' website.",UTF-8,NA,NA,NA,NA,NA,NA,Nicholas Hamilton <nick@ggtern.com>,NA,2024-03-24 19:53:34 UTC; nick,NA,NA,NA,NA,"An Extension to 'ggplot2', for the Creation of Ternary Diagrams",NA,http://www.ggtern.com,NA,NA,NA,NA,NA,2024-03-24,NA,"cocktailApp, MultiTraits, sjSDM, tricolore",NA,"BloodCancerMultiOmics2017, dartR, dartR.base, seAMLess, vdar",NA,NA,10.32614/CRAN.package.ggtern
ggtext,0.1.2,NA,R (>= 3.5),"ggplot2 (>= 3.3.0), grid, gridtext, rlang, scales",NA,"cowplot, dplyr, glue, knitr, rmarkdown, testthat, vdiffr",NA,GPL-2,NA,NA,NA,NA,fb0b751ae1d0cb66c7e75006c3cf8cc7,no,NA,"Claus O. Wilke [aut] (<https://orcid.org/0000-0002-7470-9261>),
  Brenton M. Wiernik [aut, cre] (<https://orcid.org/0000-0001-9560-6336>,
    @bmwiernik)","
    c(
      person(
        given = ""Claus O."",
        family = ""Wilke"",
        role = c(""aut""),
        email = ""wilke@austin.utexas.edu"",
        comment = c(ORCID = ""0000-0002-7470-9261"")
      ),
      person(
        given = ""Brenton M."",
        family = ""Wiernik"",
        role = c(""aut"", ""cre""),
        email = ""brenton@wiernik.org"",
        comment = c(ORCID = ""0000-0001-9560-6336"", Twitter = ""@bmwiernik"")
      )
    )",NA,https://github.com/wilkelab/ggtext/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-16 11:36:07 UTC,"A 'ggplot2' extension that enables the rendering of
    complex formatted plot labels (titles, subtitles, facet labels,
    axis labels, etc.). Text boxes with automatic word wrap are also
    supported.",UTF-8,NA,NA,NA,NA,NA,NA,Brenton M. Wiernik <brenton@wiernik.org>,NA,2022-09-15 13:50:50 UTC; brentonw,NA,NA,NA,NA,Improved Text Rendering Support for 'ggplot2',Package,https://wilkelab.org/ggtext/,NA,knitr,NA,NA,NA,2022-09-16,NA,"AQEval, BayesianReasoning, cageminer, CCPlotR, cleanTS, ClustAssess, coat, ddtlcm, DImodelsVis, esci, gg1d, ggseqplot, hatchR, IDEATools, imputeTS, iNZightRegression, iNZightTS, katdetectr, lactater, LightLogR, nlmixr2extra, openairmaps, PhosR, PlayerChart, ProAE, PRONE, R4GoodPersonalFinances, ratlas, rbiom, SangerTools, skipTrack, smallsets, SpatialOmicsOverlay, Spectran, ssdtools, survminer, unhcrthemes, vDiveR, voluModel, worrrd",NA,"afcharts, aggregateBioVar, biomod2, bruceR, bsitar, covidmx, cricketdata, DrugUtilisation, epiCleanr, finalsize, ggpmisc, ggpointless, industRial, ineAtlas, iNZightPlots, mlbplotR, mlr3spatiotempcv, mpactr, nichetools, POMA, portvine, schtools, subincomeR, superspreading, tablesgg, whippr",NA,NA,10.32614/CRAN.package.ggtext
ggThemeAssist,0.1.5,NA,R (>= 3.0.0),"shiny (>= 0.13), miniUI (>= 0.1.1), rstudioapi (>= 0.5),
ggplot2, formatR",NA,extrafont,NA,GPL-3,NA,NA,NA,NA,e0a23b56c8ea2a493d49674ddbd2ff7e,no,NA,"Calli Gross [aut, cre],
        Philipp Ottolinger [aut, ctb]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-13 16:50:55,Rstudio add-in that delivers a graphical interface for editing 'ggplot2' theme elements.,NA,NA,NA,TRUE,NA,NA,NA,Calli Gross <ggthemeassist@icloud.com>,NA,2016-08-13 14:21:04 UTC; mg,NA,NA,NA,NA,Add-in to Customize 'ggplot2' Themes,Package,https://github.com/calligross/ggthemeassist,NA,NA,NA,NA,NA,2016-08-13,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggThemeAssist
ggthemes,5.1.0,NA,R (>= 3.3.0),"ggplot2 (>= 3.0.0), graphics, grid, lifecycle, methods, purrr,
scales, stringr, tibble",NA,"dplyr, covr, extrafont, glue, knitr, lattice, lintr, maps,
mapproj, pander, quantreg, rlang, rmarkdown, spelling, testthat
(>= 3.2.0), tidyr, vdiffr, withr",NA,GPL-2,NA,NA,NA,NA,9491e966073dd9aac9c0356717a31662,no,NA,"Jeffrey B. Arnold [aut, cre] (<https://orcid.org/0000-0001-9953-3904>),
  Gergely Daroczi [ctb],
  Bo Werth [ctb],
  Brian Weitzner [ctb],
  Joshua Kunst [ctb],
  Baptise Auguie [ctb],
  Bob Rudis [ctb],
  Hadley Wickham [ctb] (Code from the ggplot2 package.),
  Justin Talbot [ctb] (Code from the labeling package),
  Joshua London [ctb]","c(person(""Jeffrey B."", ""Arnold"", role = c(""aut"", ""cre""),
    email = ""jeffrey.arnold@gmail.com"", 
    comment = ""<https://orcid.org/0000-0001-9953-3904>""),
    person(""Gergely"", ""Daroczi"", role = ""ctb""),
    person(""Bo"", ""Werth"", role = ""ctb""),
    person(""Brian"", ""Weitzner"", role = ""ctb""),
    person(""Joshua"", ""Kunst"", role = ""ctb""),
    person(""Baptise"", ""Auguie"", role = ""ctb""),
    person(""Bob"", ""Rudis"", role = ""ctb""),
    person(""Hadley"", ""Wickham"", role = c(""ctb""),
    comment = ""Code from the ggplot2 package.""),
    person(""Justin"",  ""Talbot"", role = ""ctb"",
    comment = ""Code from the labeling package""),
    person(""Joshua"", ""London"", role = ""ctb""))",NA,https://github.com/jrnold/ggthemes/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-10 00:30:02 UTC,"Some extra themes, geoms, and scales for 'ggplot2'.
    Provides 'ggplot2' themes and scales that replicate the look of plots
    by Edward Tufte, Stephen Few, 'Fivethirtyeight', 'The Economist', 'Stata',
    'Excel', and 'The Wall Street Journal', among others.
    Provides 'geoms' for Tufte's box plot and range frame.",UTF-8,NA,en-US,true,NA,NA,NA,Jeffrey B. Arnold <jeffrey.arnold@gmail.com>,NA,2024-02-09 17:47:25 UTC; jrnold,NA,NA,NA,NA,"Extra Themes, Scales and Geoms for 'ggplot2'",NA,"https://jrnold.github.io/ggthemes/,
https://github.com/jrnold/ggthemes",NA,NA,NA,NA,NA,2024-02-10,"Eagle, orgR","AeroSampleR, amplican, autostats, AvInertia, BGPhazard, BioM2, CEMiTool, cities, corral, COTAN, curtailment, deepredeff, destiny, dogesr, duet, DuoClustering2018, edeaR, evalITR, fedup, fitbitViz, forestmangr, geouy, ggESDA, gghdx, ggplotAssist, grabsampling, heuristicsmineR, immuneSIM, ipeaplot, IRexamples, iwaqr, MCOE, mcStats, MetMashR, microdiluteR, missingHE, NanoStringNCTools, nima, obliqueRSF, OddsPlotty, pam, patterncausality, PRECAST, proteus, PSAboot, psyntur, PUMP, qPCRtools, radsafer, RcmdrPlugin.KMggplot2, RTCGA, sae4health, SangerTools, scRNAtools, scruff, SoilManageR, spacejamr, spicyR, spinner, structToolbox, SWMPrExtension, talkr, TOP, tsgc, UpAndDownPlots, voiceR",NA,"audiometry, BetaBit, bmm, CGPfunctions, dartR, dartR.base, directlabels, ecostats, eks, esquisse, fitbitScraper, fitODBOD, geocausal, ggalt, ggformula, ggHoriPlot, ggmcmc, ggseqplot, ggTimeSeries, grainscape, grwat, harmony, hdcate, hmsidwR, HPiP, iNEXT, iNEXT.3D, iNEXT.beta3D, iNZightPlots, kidsides, nzelect, ordbetareg, paletteer, pdSpecEst, PlotFTIR, plotly, public.ctn0094data, quickReg, r4ds.tutorials, restoptr, SCIBER, scmeth, shinyPredict, sights, stars, sugarglider, swipeR, symphony, tigris, tvgeom, UnalR, vdar, waffle, weatherOz, ZIprop, ZVCV",NA,NA,10.32614/CRAN.package.ggthemes
ggthemeUL,0.1.3,NA,ggplot2,NA,NA,"knitr, rmarkdown, scales",NA,GPL,NA,NA,NA,NA,02660569ea55dc1e52ef71bc176946eb,no,NA,"Marjan Cugmas [aut, cre] (<https://orcid.org/0000-0002-1715-2460>)","person(given = ""Marjan"", family = ""Cugmas"", role = c(""aut"", ""cre""), email = ""marjan.cugmas@fdv.uni-lj.si"", comment = c(ORCID = ""0000-0002-1715-2460""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-07 11:50:02 UTC,Designed to customize 'ggplot' graphics according to the institutional identity of the University of Ljubljana. ,UTF-8,NA,NA,NA,NA,NA,NA,Marjan Cugmas <marjan.cugmas@fdv.uni-lj.si>,NA,2023-12-07 09:31:15 UTC; marss,NA,NA,NA,NA,A 'ggplot' Theme for University of Ljubljana,Package,NA,NA,knitr,NA,NA,NA,2023-12-07,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggthemeUL
ggtibble,1.0.1,NA,R (>= 4.3),"dplyr, ggplot2, glue, knitr, purrr, rlang, tibble, tidyr,
vctrs",NA,"rmarkdown, spelling, testthat (>= 3.0.0), withr",NA,GPL (>= 3),NA,NA,NA,NA,63beb23c47a52b88b85386b517757726,no,NA,"Bill Denney [aut, cre] (<https://orcid.org/0000-0002-5759-428X>)","
    person(""Bill"", ""Denney"", email=""wdenney@humanpredictions.com"", role=c(""aut"", ""cre""), comment=c(ORCID=""0000-0002-5759-428X""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-19 12:50:02 UTC,"
  Create tibbles and lists of 'ggplot' figures that can be modified as easily as
  regular 'ggplot' figures.  Typical use cases are for creating reports or web
  pages where many figures are needed with different data and similar
  formatting.",UTF-8,NA,en-US,NA,NA,NA,NA,Bill Denney <wdenney@humanpredictions.com>,NA,2024-06-19 12:19:38 UTC; bill,NA,NA,NA,NA,Create Tibbles and Lists of 'ggplot' Figures for Reporting,NA,https://billdenney.github.io/ggtibble/,NA,knitr,NA,NA,NA,2024-06-19,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggtibble
